genename	refseq
ZNF280D	NM_017661
ZNF254	NM_203282
HDHD3	NM_031219
HDHD3	NM_001371923
HDHD3	NM_001304511
HDHD3	NM_001304510
HDHD3	NM_001304509
ZP3	NM_007155
ZNF254	NM_001278664
ZP3	NM_001110354
ZNF254	NM_001278663
ZNF254	NM_001278678
TAGLN	NM_001001522
TAGLN	NM_003186
ZNF280D	NM_001002844
ZNF280D	NM_001288589
ZNF254	NM_001278677
ZNF254	NM_001278661
ZNF254	NM_001278662
U2SURP	NM_001320219
BCL2L10	NM_020396
BCL2L10	NM_001306168
MYBL1	NM_001080416
PDK3	NM_005391
HSPB1	NM_001540
ZNF418	NM_001317029
ZNF418	NM_001317028
ZNF418	NM_133460
PDK3	NM_001142386
MYBL1	NM_001294282
MYBL1	NM_001144755
ZNF418	NM_001317027
FHOD1	NM_013241
FHOD1	NM_001318202
ZNF418	NM_001317030
ARMCX1	NM_016608
ZNF71	NM_001370215
ALAD	NM_000031
ALAD	NM_001003945
ALAD	NM_001317745
ARMCX6	NM_019007
ARMCX6	NM_001009584
ARMCX6	NM_001184768
ZNF71	NM_021216
ZNF71	NM_001370214
GMNN	NM_001251989
GMNN	NM_001251990
ZNF570	NM_001300993
GMNN	NM_015895
CRPPA	NM_001368197
CRPPA	NM_001101426
NPNT	NM_001033047
CRPPA	NM_001101417
GMNN	NM_001251991
ZNF570	NM_001321993
ZNF570	NM_144694
ZNF570	NM_001321994
ZNF570	NM_001321992
ZNF570	NM_001321991
NPNT	NM_001184690
A2M	NM_001347423
A2M	NM_001347425
A2M	NM_000014
A2M	NM_001347424
POLE3	NM_001278255
POLE3	NM_017443
NPNT	NM_001184691
HMGN4	NM_006353
NPNT	NM_001184692
H2AC15	NM_003510
ANAPC1	NM_022662
H2AC16	NM_003511
H1-5	NM_005322
NPNT	NM_001184693
H3C11	NM_003533
H4C13	NM_003546
H3C12	NM_003535
IGFLR1	NM_024660
H2AC17	NM_003514
H2BC17	NM_003527
SOSTDC1	NM_015464
IGFLR1	NM_001346005
IGFLR1	NM_001346004
OR2B2	NM_033057
IGFLR1	NM_001346003
AVPR1A	NM_000706
ARMCX3	NM_016607
ARMCX3	NM_177947
IGFLR1	NM_001346006
ARMCX3	NM_177948
LRRC72	NM_001195280
SLC9A5	NM_004594
SLC9A5	NM_001323973
SLC9A5	NM_001323971
SLC9A5	NM_001323975
SLC9A5	NM_001323974
SLC9A5	NM_001323972
PDCL3	NM_024065
C9orf43	NM_152786
C9orf43	NM_001278629
C9orf43	NM_001278630
SGPP2	NM_001320834
SGPP2	NM_001320833
SGPP2	NM_152386
PMP22	NM_153321
PMP22	NM_001281455
PMP22	NM_153322
PMP22	NM_000304
PMP22	NM_001281456
RNF214	NM_207343
U2AF1L4	NM_001040425
RNF214	NM_001278249
ARMCX2	NM_014782
ADGRG7	NM_032787
PMP22	NM_001330143
RNF214	NM_001077239
ADGRG7	NM_001308362
SORBS3	NM_005775
CRACDL	NM_207362
KCTD19	NM_001100915
WASHC2C	NM_001367393
WASHC2C	NM_015262
WASHC2C	NM_001367408
WASHC2C	NM_001367401
WASHC2C	NM_001367400
U2AF1L4	NM_001369824
U2AF1L4	NM_144987
WASHC2C	NM_001169106
WASHC2C	NM_001367416
WASHC2C	NM_001367394
WASHC2C	NM_001367415
WASHC2C	NM_001367413
WASHC2C	NM_001367399
ARMCX2	NM_001282231
ARMCX2	NM_177949
WASHC2C	NM_001367396
WASHC2C	NM_001169107
WASHC2C	NM_001330074
WASHC2C	NM_001367397
WASHC2C	NM_001367406
WASHC2C	NM_001367395
WASHC2C	NM_001367403
WASHC2C	NM_001367404
WASHC2C	NM_001367411
ANAPC4	NM_013367
CPA3	NM_001870
ANAPC4	NM_001286756
WASHC2C	NM_001367405
WASHC2C	NM_001367412
WASHC2C	NM_001367398
WASHC2C	NM_001367407
WASHC2C	NM_001367402
WASHC2C	NM_001367414
WASHC2C	NM_001367409
WASHC2C	NM_001367410
PSENEN	NM_172341
PSENEN	NM_001281532
MSRB3	NM_198080
MSRB3	NM_001193460
MSRB3	NM_001031679
LIN37	NM_019104
LIN37	NM_001369780
SORBS3	NM_001018003
CAMK1D	NM_153498
C1QTNF7	NM_001135170
MSRB3	NM_001193461
CAMK1D	NM_020397
CAMK1D	NM_001351032
TANC1	NM_001350065
TANC1	NM_033394
TANC1	NM_001350064
TANC1	NM_001145909
TANC1	NM_001350062
TANC1	NM_001350063
HSPB6	NM_144617
C1QTNF7	NM_001135171
CEP164	NM_001271933
CEP164	NM_014956
C1QTNF7	NM_031911
ZRSR2	NM_005089
LRRC36	NM_018296
LYL1	NM_005583
ACTB	NM_001101
C12orf75	NM_001145199
STEAP3	NM_182915
STEAP3	NM_018234
STEAP3	NM_001008410
STEAP3	NM_138637
ARMCX4	NM_001256155
LRRC36	NM_001161575
SMIM41	NM_001369216
CLDN34	NM_001195081
GNAS	NM_001410912
KLRC3	NM_002261
SLC30A8	NM_001172811
KLRC3	NM_007333
FSCN1	NM_003088
GNAS	NM_016592
CDC14A	NM_001319211
CDC14A	NM_001319212
SLC30A8	NM_001172813
SLC30A8	NM_001172814
SLC30A8	NM_173851
TSC22D3	NM_001015881
SLC30A8	NM_001172815
LRRC55	NM_001005210
TPPP3	NM_015964
GYG1	NM_001184720
NEDD4	NM_001284340
TPPP3	NM_016140
GYG1	NM_004130
GYG1	NM_001184721
FOCAD	NM_017794
NEDD4	NM_198400
NEDD4	NM_001329212
FOCAD	NM_001375567
FOCAD	NM_001375568
FOCAD	NM_001375570
TSC22D3	NM_004089
TSC22D3	NM_198057
TNKS1BP1	NM_033396
TMEFF2	NM_001305134
NEDD4	NM_001284338
TSC22D3	NM_001318468
MICU1	NM_001195518
TMEFF2	NM_016192
MICU1	NM_006077
MICU1	NM_001363513
TSC22D3	NM_001318470
TMEFF2	NM_001305145
MICU1	NM_001195519
ZDHHC1	NM_001323627
NEDD4	NM_006154
ZDHHC1	NM_013304
CDC14A	NM_033312
NEDD4	NM_001284339
CDC14A	NM_003672
CDC14A	NM_033313
CDC14A	NM_001319210
HACD4	NM_001010915
HACD4	NM_001321903
HACD4	NM_001321883
SMARCD3	NM_001003801
NCBP2L	NM_001348372
IFNB1	NM_002176
SMARCD3	NM_003078
IFNW1	NM_002177
RBP4	NM_001323517
CERS4	NM_024552
IFNA21	NM_002175
HSD11B2	NM_000196
RBP4	NM_006744
SMIM27	NM_001349118
RBP4	NM_001323518
SMIM27	NM_001349119
SSRP1	NM_003146
SMIM27	NM_001387564
AGRP	NM_001138
ZNF268	NM_003415
ZNF268	NM_001165881
PRG3	NM_006093
FRMPD4	NM_001368395
NF2	NM_001407058
NF2	NM_181829
FRMPD4	NM_001368398
CD53	NM_001040033
CD320	NM_001165895
CD53	NM_000560
CD53	NM_001320638
FRMPD4	NM_001368399
CD320	NM_016579
FRMPD4	NM_014728
ZNF268	NM_001165885
FRMPD4	NM_001368396
FRMPD4	NM_001368397
FRMPD4	NM_001368402
FRMPD4	NM_001368400
FRMPD4	NM_001368401
NF2	NM_181825
ZNF268	NM_001165882
SMARCD3	NM_001003802
FLG2	NM_001014342
NF2	NM_001407053
NF2	NM_000268
NF2	NM_001407056
NF2	NM_016418
NF2	NM_181832
ZNF268	NM_001165883
NF2	NM_181831
ZNF268	NM_001165886
ZNF268	NM_001165884
NPIPA9	NM_001405004
PRG2	NM_001302926
PRG2	NM_002728
NF2	NM_181830
PRG2	NM_001243245
ZNF596	NM_001287255
ZNF596	NM_001287256
ZNF268	NM_152943
PRG2	NM_001302927
ZNF268	NM_001165887
NF2	NM_181828
NDUFA7	NM_005001
ZNF596	NM_173539
ZNF596	NM_001287399
SRGAP2C	NM_001329984
SRGAP2C	NM_001271872
DYRK2	NM_006482
DYRK2	NM_003583
ZNF596	NM_001287254
ZNF596	NM_001042416
ZNF596	NM_001042415
SEC16A	NM_001276418
PLA2R1	NM_001195641
PLA2R1	NM_007366
PLA2R1	NM_001007267
RPS28	NM_001031
VPS4A	NM_013245
SEC16A	NM_014866
NUDT22	NM_032344
NUDT22	NM_001128612
GUCY1A1	NM_001379669
GUCY1A1	NM_001130683
GUCY1A1	NM_001379667
GUCY1A1	NM_001379673
GUCY1A1	NM_001379668
GUCY1A1	NM_001256449
GUCY1A1	NM_001379671
GUCY1A1	NM_000856
GUCY1A1	NM_001130682
GUCY1A1	NM_001379676
GUCY1A1	NM_001379666
NUDT22	NM_001128613
NUDT22	NM_001271831
COG8	NM_001379266
COG8	NM_001379262
COG8	NM_001379264
COG8	NM_032382
COG8	NM_001379263
COG8	NM_001379261
COG8	NM_001379265
COG8	NM_001374871
GUCY1A1	NM_001130687
DPYS	NM_001385
PDF	NM_022341
SORD	NM_003104
GUCY1A1	NM_001130685
DCSTAMP	NM_001257317
ANGPTL4	NM_139314
GK	NM_001128127
GK	NM_203391
GUCY1A1	NM_001379672
GUCY1A1	NM_001130684
GUCY1A1	NM_001379675
GUCY1A1	NM_001379674
GUCY1A1	NM_001379670
GK	NM_001399987
ANGPTL4	NM_001039667
GK	NM_001205019
DCSTAMP	NM_030788
GK	NM_000167
SPAG17	NM_206996
KLHL38	NM_001081675
FKBP2	NM_004470
FKBP2	NM_001370367
FKBP2	NM_001370362
FKBP2	NM_001370363
FKBP2	NM_001370360
FKBP2	NM_057092
FKBP2	NM_001135208
FKBP2	NM_001370365
NIP7	NM_016101
NIP7	NM_001199434
HLTF	NM_001318934
TMED6	NM_144676
RAB11B	NM_004218
HLTF	NM_001318935
HLTF	NM_139048
HLTF	NM_003071
DUOX2	NM_001363711
SREBF2	NM_004599
DUOX2	NM_014080
ARHGAP21	NM_020824
ARHGAP21	NM_001367452
ARHGAP21	NM_001367448
ARHGAP21	NM_001367450
ARHGAP21	NM_001367449
ARHGAP21	NM_001367454
ARHGAP21	NM_001367447
ARHGAP21	NM_001367451
ARHGAP21	NM_001367453
TTF2	NM_003594
PRAM1	NM_032152
ARHGAP21	NM_001367455
MOV10L1	NM_018995
DUOXA2	NM_207581
MOV10L1	NM_001164104
RFX3	NM_134428
MOV10L1	NM_001164105
RFX3	NM_001282116
RFX3	NM_001377999
RFX3	NM_002919
ZNF414	NM_001146175
MOV10L1	NM_001164106
ANGPT2	NM_001386337
ANGPT2	NM_001118887
ZNF414	NM_032370
RFX3	NM_001282117
TERF2	NM_005652
ANGPT2	NM_001386336
ANGPT2	NM_001147
ANGPT2	NM_001386335
ANGPT2	NM_001118888
SYNGR4	NM_012451
WASHC4	NM_015275
HPS3	NM_001308258
HPS3	NM_032383
KDELR1	NM_006801
WASHC4	NM_001293640
GRWD1	NM_031485
ABCA12	NM_173076
KCNJ14	NM_013348
GUCY1B1	NM_001291955
ABCA12	NM_015657
JMJD1C	NM_001322252
JMJD1C	NM_032776
RPN1	NM_002950
SLCO1B3	NM_019844
SMARCA1	NM_001378263
SMARCA1	NM_001378262
SMARCA1	NM_001378261
SMARCA1	NM_003069
SLCO1B3	NM_001349920
SULT2B1	NM_177973
GUCY1B1	NM_001291951
GUCY1B1	NM_001291952
SULT2B1	NM_004605
GUCY1B1	NM_001291953
SMARCA1	NM_001282875
SMARCA1	NM_001378264
GUCY1B1	NM_000857
SMARCA1	NM_001282874
GUCY1B1	NM_001291954
SPACA4	NM_133498
JMJD1C	NM_001322258
JMJD1C	NM_001318154
JMJD1C	NM_001322254
JMJD1C	NM_001282948
JMJD1C	NM_001318153
MAGI3	NM_001142782
C3orf38	NM_173824
ACSF3	NM_174917
MAGI3	NM_152900
ACSF3	NM_001243279
ACSF3	NM_001127214
ACSF3	NM_001284316
PCNP	NM_001320399
PCNP	NM_001320395
PCNP	NM_001320398
PCNP	NM_001320401
PCNP	NM_001320397
PCNP	NM_020357
KCNC2	NM_001260498
KCNC2	NM_001414196
GABPB2	NM_001323908
GABPB2	NM_001323910
GABPB2	NM_144618
GABPB2	NM_001323906
GABPB2	NM_001323913
FAT4	NM_001291303
FAT4	NM_001291285
FAT4	NM_024582
GABPB2	NM_001323912
GABPB2	NM_001323907
GABPB2	NM_001323909
GABPB2	NM_001323911
KCNC2	NM_139137
KCNC2	NM_153748
OSBPL5	NM_020896
OSBPL5	NM_145638
OSBPL5	NM_001144063
KCNC2	NM_001260499
KCNC2	NM_001260497
OCRL	NM_001318784
OCRL	NM_000276
CD5L	NM_001347698
CD5L	NM_005894
OCRL	NM_001587
FASTKD2	NM_001136194
FASTKD2	NM_001136193
FASTKD2	NM_014929
KCNC2	NM_139136
CDH15	NM_004933
MCPH1	NM_001172574
RPL18	NM_000979
RPL18	NM_001270490
LYSMD1	NM_212551
KY	NM_178554
KY	NM_001366277
LYSMD1	NM_001136543
KY	NM_001350859
KY	NM_001366276
KY	NM_001350860
ZNF778	NM_001201407
ZNF778	NM_001378881
POU3F3	NM_006236
TMEM165	NM_018475
CAST	NM_001190442
CAST	NM_001330631
CAST	NM_001330634
ZNF778	NM_182531
CD2	NM_001328609
CD2	NM_001767
MCPH1	NM_001363979
MCPH1	NM_001410917
MCPH1	NM_001322043
MCPH1	NM_001322045
DUOX1	NM_017434
MCPH1	NM_001322042
MCPH1	NM_024596
MCPH1	NM_001172575
DUOX1	NM_175940
ZFC3H1	NM_144982
MCPH1	NM_001410916
CYTIP	NM_004288
MCPH1	NM_001363980
FANCD2OS	NM_173472
FANCD2OS	NM_001164839
SPHK2	NM_001243876
BRK1	NM_018462
DNASE1L1	NM_001303620
DNASE1L1	NM_001009932
CAST	NM_001042440
CAST	NM_001330627
DNASE1L1	NM_001009934
SPHK2	NM_001204158
CAST	NM_001750
CAST	NM_001042441
CAST	NM_001330626
DNASE1L1	NM_006730
DNASE1L1	NM_001009933
SPHK2	NM_020126
IRAK2	NM_001570
CAST	NM_001042442
SPHK2	NM_001204159
CAST	NM_001375317
CAST	NM_001330628
SPHK2	NM_001204160
CAST	NM_001330629
ARMCX5	NM_001168479
ARMCX5	NM_001168480
ARMCX5	NM_001168485
ARMCX5	NM_001168478
FAM110B	NM_001377989
FAM110B	NM_001377997
FAM110B	NM_001377998
ARMCX5	NM_001168482
ARMCX5	NM_022838
CAST	NM_001042443
CAST	NM_001330633
FAM110B	NM_147189
CAST	NM_173060
CAST	NM_001330632
DBP	NM_001352
DEPDC1	NM_001114120
CAST	NM_001042445
DEPDC1	NM_017779
CAST	NM_001284213
RBM41	NM_001394119
RBM41	NM_001324242
RBM41	NM_001394116
RBM41	NM_001394125
RBM41	NM_001324243
RBM41	NM_001171080
RBM41	NM_001324244
RBM41	NM_001394127
RBM41	NM_001394126
RBM41	NM_001394118
CAST	NM_001042444
CAST	NM_001284212
CAST	NM_001042446
CAST	NM_001330630
RBM41	NM_001394122
RBM41	NM_001394121
RBM41	NM_001394120
RBM41	NM_018301
RBM41	NM_001394117
PRKCQ	NM_001323267
PRKCQ	NM_001323265
PRKCQ	NM_001282644
PRKCQ	NM_006257
PRKCQ	NM_001242413
MAPK7	NM_139033
PRKCQ	NM_001282645
PRKCQ	NM_001323266
CA11	NM_001217
MAPK7	NM_139032
CDIN1	NM_001321759
CDIN1	NM_001130010
CDIN1	NM_001321758
CDIN1	NM_001290233
DMTF1	NM_001142327
MAPK7	NM_002749
MAPK7	NM_139034
CDIN1	NM_001321761
TRIM2	NM_001375517
TRIM2	NM_001375514
TRIM2	NM_001375513
MAMSTR	NM_001130915
GHRL	NM_001302825
GHRL	NM_001302822
GHRL	NM_001302821
GHRL	NM_016362
TRIM2	NM_001351056
MAMSTR	NM_182574
TRIM2	NM_001375515
TRIM2	NM_001130067
CDIN1	NM_001321760
GAB3	NM_001081573
TRIM2	NM_001375525
MAMSTR	NM_001297753
GHRL	NM_001302823
TRIM2	NM_001302692
TRIM2	NM_001302693
GAB3	NM_080612
CDIN1	NM_001321757
GAB3	NM_001282283
CDIN1	NM_032499
CDIN1	NM_001290232
CDIN1	NM_001321756
SMIM9	NM_001162936
IDO1	NM_002164
GHRL	NM_001134941
TRIM2	NM_001375512
SYTL4	NM_001370167
TRIM2	NM_001375488
TRIM2	NM_015271
TRIM2	NM_001375490
TRIM2	NM_001375489
TRIM2	NM_001375491
SYTL4	NM_001370166
SYTL4	NM_001370168
SYTL4	NM_001370160
SYTL4	NM_001370165
SYTL4	NM_080737
GHRL	NM_001134944
GHRL	NM_001134946
TRIM2	NM_001375519
TRIM2	NM_001375520
SYTL4	NM_001370163
SYTL4	NM_001370162
SYTL4	NM_001174068
SYTL4	NM_001370169
TANK	NM_004180
SYTL4	NM_001370161
SYTL4	NM_001129896
SYTL4	NM_001370164
GHRL	NM_001134945
GHRL	NM_001302824
HIGD2B	NM_001350932
TANK	NM_001199135
TRIM2	NM_001375516
TRIM2	NM_001351057
TRIM2	NM_001375523
TRIM2	NM_001375522
KIAA1210	NM_001394962
TMEM205	NM_001145416
TMEM205	NM_033408
KIAA1210	NM_020721
NEDD1	NM_152905
NEDD1	NM_001135176
TMEM205	NM_198536
TMEM205	NM_001321113
XAGE1B	NM_001097605
TMEM205	NM_001321114
TANK	NM_133484
CHEK2	NM_001349956
TMEM205	NM_001321112
KANK1	NM_001256876
CHEK2	NM_001257387
TRIM2	NM_001351054
MFAP4	NM_001198695
KANK1	NM_001354331
MFAP4	NM_002404
KANK1	NM_001256877
KANK1	NM_015158
KANK1	NM_001354332
NEDD1	NM_001135177
KANK1	NM_001354334
NEDD1	NM_001135175
XAGE1B	NM_001097604
CXorf51A	NM_001144064
TRIM2	NM_001351055
KANK1	NM_001354335
KANK1	NM_001354337
KANK1	NM_001354338
KANK1	NM_001354340
TRIM2	NM_001302694
BBS4	NM_001252678
DMTF1	NM_001142326
KANK1	NM_001354339
KANK1	NM_001354343
KANK1	NM_001354342
KANK1	NM_001354336
RNF112	NM_007148
KANK1	NM_001354333
KANK1	NM_001354341
KANK1	NM_153186
KANK1	NM_001354344
DMTF1	NM_021145
CCDC159	NM_001080503
CHEK2	NM_007194
CHEK2	NM_145862
MND1	NM_001253861
YME1L1	NM_001253866
MND1	NM_032117
EFR3A	NM_001323558
EFR3A	NM_015137
SWSAP1	NM_175871
EFR3A	NM_001323555
EFR3A	NM_001323554
EFR3A	NM_001323553
EFR3A	NM_001323557
EFR3A	NM_001323556
HMCN2	NM_001291815
YME1L1	NM_139312
CLDN15	NM_014343
GPR89A	NM_001097612
YME1L1	NM_014263
CHEK2	NM_001005735
CLDN15	NM_001185080
CALCRL	NM_005795
OC90	NM_001080399
GPR89A	NM_001097613
ALOXE3	NM_001369446
CALCRL	NM_001369434
CALCRL	NM_001369435
ALOXE3	NM_021628
CALCRL	NM_001271751
ALOXE3	NM_001165960
C4orf36	NM_144645
C4orf36	NM_001369889
C4orf36	NM_001369888
EPOR	NM_000121
PDE6G	NM_002602
BBS4	NM_033028
BBS4	NM_001320665
PDE6G	NM_001365724
PDE6G	NM_001365725
UTP23	NM_032334
SEC13	NM_001136232
OXLD1	NM_001039842
OXLD1	NM_001304994
OXLD1	NM_001304995
OXLD1	NM_001304999
AARD	NM_001025357
ZKSCAN5	NM_001318082
ZKSCAN5	NM_145102
ZKSCAN5	NM_001318083
SEC13	NM_030673
ADPGK	NM_001365224
ADPGK	NM_001365225
ADPGK	NM_001365229
ADPGK	NM_001365226
SEC13	NM_183352
GTF2B	NM_001514
ZKSCAN5	NM_014569
ZKSCAN5	NM_001318084
CCDC137	NM_199287
SEC13	NM_001136026
ADPGK	NM_031284
ADPGK	NM_001365223
ADPGK	NM_001365228
ADPGK	NM_001365227
CPT1A	NM_001031847
CPT1A	NM_001876
TNFSF4	NM_001297562
TNFSF4	NM_003326
SEC13	NM_001278946
MRPL12	NM_002949
KCNJ9	NM_004983
MRPL21	NM_181515
RHOBTB2	NM_001160036
SMC3	NM_005445
RHOBTB2	NM_001160037
TMEM130	NM_001134450
TMEM130	NM_152913
ANKRD44	NM_001367497
ANKRD44	NM_001367495
RHOBTB2	NM_001374791
RHOBTB2	NM_015178
ANKRD44	NM_001195144
ANKRD44	NM_001367496
SLC25A10	NM_001270953
TMEM130	NM_001134451
MRPL21	NM_181514
HSPA9	NM_004134
ANKRD44	NM_153697
TM6SF1	NM_001330385
MRGPRD	NM_198923
SLC25A20	NM_000387
SLC25A10	NM_012140
SLC25A10	NM_001270888
KLHL8	NM_020803
KLHL8	NM_001292006
MYPN	NM_001256267
TM6SF1	NM_001353882
TM6SF1	NM_001353879
TM6SF1	NM_001353883
TM6SF1	NM_001353881
TM6SF1	NM_001353878
TM6SF1	NM_023003
TM6SF1	NM_001353884
KLHL8	NM_001292007
C2orf88	NM_001042521
MYPN	NM_001256268
MYPN	NM_032578
FSCN2	NM_012418
FOXD1	NM_004472
C2orf88	NM_001042520
C2orf88	NM_032321
C2orf88	NM_001042519
AOC1	NM_001091
FSCN2	NM_001077182
RGL3	NM_001035223
PTGS1	NM_001271368
TM6SF1	NM_001353880
TM6SF1	NM_001144903
AOC1	NM_001272072
RGL3	NM_001161616
KLHL8	NM_001292003
CSF1	NM_000757
CSF1	NM_172212
P4HTM	NM_177938
ANKRA2	NM_023039
HDGFL3	NM_016073
CSF1	NM_172211
TNFRSF10B	NM_003842
LDB3	NM_001368064
LDB3	NM_001171610
CSF1	NM_172210
LDB3	NM_001368067
LDB3	NM_001080114
LDB3	NM_007078
PTGS1	NM_000962
LDB3	NM_001368066
LDB3	NM_001368068
LDB3	NM_001080116
LDB3	NM_001368065
P4HTM	NM_177939
TNFRSF10B	NM_147187
LDB3	NM_001171611
BNC1	NM_001301206
LDB3	NM_001368063
LDB3	NM_001080115
BNC1	NM_001717
HSD17B13	NM_001136230
PSMD14	NM_005805
HSD17B13	NM_178135
TNFAIP8L2	NM_024575
PTGS1	NM_001271164
PTGS1	NM_080591
PTGS1	NM_001271166
PTGS1	NM_001271367
PTGS1	NM_001271165
OR1L3	NM_001005234
TNFRSF10C	NM_003841
TTLL11	NM_001139442
TTLL11	NM_001386831
HSD17B11	NM_016245
ODAD3	NM_001302453
ODAD3	NM_145045
ODAD3	NM_001302454
TPCN2	NM_139075
TTLL11	NM_001386833
TTLL11	NM_194252
POU4F2	NM_004575
TUBB2B	NM_178012
USP17L15	NM_001256894
TNFRSF10D	NM_003840
SH3BP4	NM_014521
SH3BP4	NM_001371302
SH3BP4	NM_001371305
SH3BP4	NM_001371306
DPYSL4	NM_006426
PSMG4	NM_001128591
SH3BP4	NM_001371303
SH3BP4	NM_001371304
UTP15	NM_001284431
PSMG4	NM_001128592
ELAVL3	NM_001420
ELAVL3	NM_032281
PSMG4	NM_001135750
CNGA1	NM_001142564
CNGA1	NM_001379270
CNGA1	NM_000087
DALRD3	NM_001276405
IGSF8	NM_052868
IGSF8	NM_001320247
AMBP	NM_001633
HEPH	NM_138737
IGSF8	NM_001206665
TNFRSF10A	NM_003844
HEPH	NM_001367232
HEPH	NM_001367233
HEPH	NM_001367240
HEPH	NM_001367236
HEPH	NM_001367234
TNS2	NM_198316
UTP15	NM_032175
HEPH	NM_001367242
HEPH	NM_014799
UTP15	NM_001284430
ZNF653	NM_138783
HEPH	NM_001130860
HEPH	NM_001367241
DALRD3	NM_001009996
HEPH	NM_001282141
HEPH	NM_001367243
MPC2	NM_001143674
MPC2	NM_015415
HEPH	NM_001367238
HEPH	NM_001367239
KIF12	NM_001388308
KIF12	NM_138424
TLCD4-RWDD3	NM_001199691
CHMP7	NM_152272
SPACA5	NM_205856
CHMP7	NM_001363183
CHMP7	NM_001317899
SPACA5	NM_001394298
PAQR3	NM_001350105
PAQR3	NM_001040202
PAQR3	NM_001350106
DALRD3	NM_018114
ZMAT1	NM_001011657
ZMAT1	NM_001394560
ZMAT1	NM_001282401
RECQL5	NM_004259
UBE4A	NM_001204077
TNS2	NM_015319
UBE4A	NM_004788
CNN1	NM_001308341
CNN1	NM_001308342
HHLA1	NM_001145095
TNS2	NM_170754
CNN1	NM_001299
RECQL5	NM_001003716
RECQL5	NM_001003715
ZMAT1	NM_001282400
SUMF2	NM_001042469
NPR2	NM_001378923
NPR2	NM_003995
CT45A7	NM_001394668
CT45A7	NM_001291543
SMIM6	NM_001162997
SAR1B	NM_016103
SAR1B	NM_001033503
NDUFAF3	NM_199074
SLC22A23	NM_015482
NDUFAF3	NM_199073
LAGE3	NM_006014
NDUFAF3	NM_199070
C1orf112	NM_001320051
SUMF2	NM_001042468
SUMF2	NM_015411
SUMF2	NM_001042470
C1orf112	NM_001320050
PRIMPOL	NM_001345894
PRIMPOL	NM_001345897
PRIMPOL	NM_001345898
PRIMPOL	NM_001345900
PRIMPOL	NM_001300767
PRIMPOL	NM_001345901
SLC22A23	NM_001286455
SLC22A23	NM_001382318
SLC22A23	NM_001382319
NDUFAF3	NM_199069
SUMF2	NM_001130069
SLC22A23	NM_021945
KIFC2	NM_001369769
OR13J1	NM_001004487
SLC22A23	NM_001382317
PTX3	NM_002852
KIFC2	NM_145754
MAPKBP1	NM_014994
SLC22A23	NM_001382321
SLC22A23	NM_001286456
SPATA31E1	NM_178828
PRIMPOL	NM_001345893
PRIMPOL	NM_001300768
PRIMPOL	NM_001345892
PRIMPOL	NM_001345896
SNTN	NM_001080537
SNTN	NM_001348756
PRIMPOL	NM_001345891
PRIMPOL	NM_152683
PRIMPOL	NM_001345899
PRIMPOL	NM_001345895
SUMF2	NM_001366648
SUMF2	NM_001366647
MAPKBP1	NM_001128608
C9orf24	NM_147169
TUBB2A	NM_001069
TUBB2A	NM_001310315
FOXH1	NM_003923
C9orf24	NM_001252195
MAPKBP1	NM_001265611
C9orf24	NM_147168
KASH5	NM_144688
C9orf24	NM_032596
C9orf24	NM_001410962
THOC7	NM_025075
SEC24A	NM_021982
ONECUT1	NM_004498
SUMF2	NM_001146333
SEC24A	NM_001252231
SUMF2	NM_001366649
THOC7	NM_001285387
THOC7	NM_001285404
ENOX2	NM_001382520
ENOX2	NM_001382517
ENOX2	NM_001382519
ENOX2	NM_182314
ENOX2	NM_001382516
ENOX2	NM_001382522
ENOX2	NM_006375
JAKMIP3	NM_001392043
JAKMIP3	NM_001392044
JAKMIP3	NM_001323090
JAKMIP3	NM_001392046
JAKMIP3	NM_001392048
ENOX2	NM_001382521
ENOX2	NM_001281736
CAMLG	NM_001745
JAKMIP3	NM_001392065
ENOX2	NM_001382518
C1orf112	NM_001366770
C1orf112	NM_001366769
C1orf112	NM_001366768
C1orf112	NM_001320048
C1orf112	NM_001320047
FAM219A	NM_001184942
JAKMIP3	NM_001392040
JAKMIP3	NM_001392052
PTH2	NM_178449
JAKMIP3	NM_001392055
JAKMIP3	NM_001392056
JAKMIP3	NM_001392064
JAKMIP3	NM_001392054
JAKMIP3	NM_001392057
JAKMIP3	NM_001392063
JAKMIP3	NM_001392066
FAM219A	NM_001184945
JAKMIP3	NM_001392060
JAKMIP3	NM_001392059
JAKMIP3	NM_001392058
JAKMIP3	NM_001392047
JAKMIP3	NM_001392039
JAKMIP3	NM_001392051
JAKMIP3	NM_001392067
C1orf112	NM_001366771
C1orf112	NM_001363739
C1orf112	NM_001366772
C1orf112	NM_001366773
JAKMIP3	NM_001392061
JAKMIP3	NM_001392062
FAM219A	NM_001184941
FAM219A	NM_001184940
SPIN2A	NM_019003
JAKMIP3	NM_001392041
JAKMIP3	NM_001323087
JAKMIP3	NM_001392049
JAKMIP3	NM_001323088
JAKMIP3	NM_001392050
JAKMIP3	NM_001392042
FAM219A	NM_001184943
FAM219A	NM_147202
JAKMIP3	NM_001392053
JAKMIP3	NM_001323089
JAKMIP3	NM_001323086
JAKMIP3	NM_001105521
JAKMIP3	NM_001392045
CENPU	NM_024629
RNF216	NM_207116
RNF216	NM_001377156
PPP1R16A	NM_032902
PPP1R16A	NM_001329442
PPP1R16A	NM_001329443
RNF216	NM_207111
TIGIT	NM_173799
PPP1R16A	NM_001329444
PPP1R16A	NM_001329445
AGAP4	NM_133446
